title,score,year
Oscar's Oasis,6.76,2011.0
Shuumatsu no Izetta,6.76,2016.0
Heybot!,6.14,2016.0
Piace: Watashi no Italian,5.88,2017.0
Bernard-jou Iwaku.,5.96,2016.0
Tokyo Futago Athletic,5.84,2017.0
Busou Shoujo Machiavellianism,6.87,2017.0
UQ Holder! Mahou Sensei Negima! 2,6.9,2017.0
Muzumuzu Eighteen,,2016.0
Boku no Hero Academia 2nd Season,8.05,2017.0
Masamune-kun no Revenge,6.75,2017.0
Little Witch Academia (TV),7.8,2017.0
Kaitou Joker 4th Season,7.39,2016.0
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,7.67,2017.0
Ao no Exorcist: Kyoto Fujouou-hen,7.34,2017.0
Juushinki Pandora,6.32,2018.0
Twin Angel Break,5.95,2017.0
Bishoujo Yuugi Unit Crane Game Girls Galaxy,4.71,2016.0
Idol Memories,5.38,2016.0
BanG Dream!,7.0,2017.0
ViVid Strike!,6.96,2016.0
Na Sa Er Ding,,2015.0
Hitorijime My Hero,7.25,2017.0
Soushin Shoujo Matoi,6.72,2016.0
Xingji Biaoche Wang,,2006.0
Nazotokine,4.82,2016.0
Saiyuuki Reload Blast,7.21,2017.0
Neko no Dayan: Fushigi Gekijou,,2016.0
Gabriel DropOut,7.43,2017.0
Inazuma Eleven: Ares no Tenbin,6.69,2018.0
Megaton-kyuu Musashi,6.27,2021.0
Tian Xin Ge Ge,6.44,2011.0
Fuuka,6.51,2017.0
Anitore! XX: Hitotsu Yane no Shita de,5.58,2016.0
Tian Xin Ge Ge 2nd Season,,2012.0
Cheating Craft,5.37,2016.0
Soul Buster,5.73,2016.0
Marginal#4: Kiss kara Tsukuru Big Bang,6.65,2017.0
Feng Shu Zhan Jing 2,,2012.0
Mahou Shoujo Nante Mou Ii desu kara. Second Season,6.08,2016.0
ID-0,6.51,2017.0
Sengoku Choujuu Giga: Kou,5.84,2016.0
Teekyuu 8,6.62,2016.0
Ao Oni The Animation,5.11,2016.0
Sin: Nanatsu no Taizai,5.76,2017.0
PJ Berri no Mogumogu Munyamunya,5.59,2016.0
Seiren,6.28,2017.0
Kabuki-bu!,6.6,2017.0
Fushigi no Yappo Shima: Pukipuki to Poi,,2012.0
Garo: Guren no Tsuki - Yurugaro,5.57,2016.0
Nil Admirari no Tenbin,6.67,2018.0
Saredo Tsumibito wa Ryuu to Odoru,5.78,2018.0
IDOLiSH7,7.69,2018.0
Yasamura Yasashi no Yasashii Sekai,5.73,2016.0
Mikan Seijin Arawaru,,2016.0
Hinako Note,6.78,2017.0
Yume Oukoku to Nemureru 100-nin no Oujisama,5.89,2018.0
3-nen D-gumi Glass no Kamen,4.68,2016.0
Onihei,7.28,2017.0
Bloodivores,5.47,2016.0
Demi-chan wa Kataritai,7.51,2017.0
Isekai Shokudou,7.41,2017.0
Hagane Orchestra,5.5,2016.0
Tsugumomo,7.03,2017.0
Idol Jihen,5.7,2017.0
Pokemon Sun & Moon,6.99,2016.0
Akiba's Trip The Animation,6.48,2017.0
100% Pascal-sensei (TV),5.73,2017.0
Berserk 2nd Season,6.57,2017.0
Uchouten Kazoku 2,8.07,2017.0
Cardfight!! Vanguard G Next,6.69,2016.0
Tales of Zestiria the Cross 2nd Season,7.29,2017.0
Chiruran: Nibun no Ichi,5.63,2017.0
Gintama.,8.98,2017.0
Sakurada Reset,7.33,2017.0
Knight's & Magic,7.07,2017.0
Kyoukai no Rinne 3rd Season,7.06,2017.0
Rewrite 2nd Season,7.17,2017.0
Xia Lan,5.99,2012.0
One Punch Man 2nd Season,7.53,2019.0
Nyanko Days,6.63,2017.0
PePePePengiin,5.4,2016.0
Zero kara Hajimeru Mahou no Sho,7.06,2017.0
Tenshi no 3P!,6.6,2017.0
Nikoniko♪Connie-chan,,2009.0
Dochamon Junior 2,,2016.0
Meiji Tokyo Renka,7.05,2019.0
Forest Fairy Five,3.28,2017.0
Kimoshiba,,2016.0
Ohayou! Kokekkou-san,,2016.0
Pittanko! Nekozakana,,2016.0
Aqua Kids,,2004.0
Cinderella Girls Gekijou,6.54,2017.0
Oushitsu Kyoushi Heine,7.45,2017.0
Grancrest Senki,7.22,2018.0
Gamers!,6.72,2017.0
High School DxD Hero,7.23,2018.0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.67,2017.0
Schoolgirl Strikers: Animation Channel,5.72,2017.0
Kirakira☆Precure A La Mode,7.15,2017.0
Kamigami no Ki,5.93,2016.0
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.04,2017.0
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,,2017.0
Hulaing Babies,5.84,2019.0
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,6.26,2017.0
Lost Song,6.91,2018.0
Alice to Zouroku,7.1,2017.0
Ocha-ken: Hotto Monogatari,,2006.0
Ocha-ken: Ryokutto Monogatari,,2008.0
Vatican Kiseki Chousakan,6.4,2017.0
Citrus,6.43,2018.0
Netsuzou TRap,5.31,2017.0
One Room,5.56,2017.0
Room Mate,4.73,2017.0
Love Kome: We Love Rice,4.66,2017.0
Hajimete no Gal,6.27,2017.0
Balala Xiao Mo Xian: Feiyue Cai Ling Bao,6.04,2016.0
Taishou Mebiusline: Chicchai-san,4.74,2017.0
Frame Arms Girl,6.36,2017.0
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,2017.0
The Reflection,5.12,2017.0
Kekkai Sensen & Beyond,7.77,2017.0
Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,,2017.0
Yami Shibai 4,5.81,2017.0
Tsukipro The Animation,6.67,2017.0
Gan Gan Ganko-chan,,2017.0
Sushi Azarashi,,2001.0
Sakura Quest,7.38,2017.0
Death March kara Hajimaru Isekai Kyousoukyoku,6.43,2018.0
Kenka Banchou Otome: Girl Beats Boys,6.42,2017.0
Inazma Delivery,6.2,2017.0
KochinPa! Dainiki,4.52,2017.0
Hei Mao Jing Zhang,5.52,1984.0
Hei Mao Jing Zhang (1992),5.78,1992.0
"Wake Up, Girls! Shin Shou",6.55,2017.0
Centaur no Nayami,6.42,2017.0
Inuyashiki,7.63,2017.0
Dive!!,6.08,2017.0
Shoukoku no Altair,7.55,2017.0
Warau Salesman New,6.29,2017.0
Re:Creators,7.55,2017.0
Jikan no Shihaisha,6.3,2017.0
Boruto: Naruto Next Generations,5.98,2017.0
Black Clover,8.14,2017.0
Nanatsu no Taizai: Imashime no Fukkatsu,7.54,2018.0
Nana Maru San Batsu,6.66,2017.0
Natsume Yuujinchou Roku,8.61,2017.0
Made in Abyss,8.63,2017.0
Lostorage Conflated WIXOSS,7.08,2018.0
Saiki Kusuo no Ψ-nan 2,8.41,2018.0
Garo: Honoo no Kokuin - Yurugaro,5.5,2014.0
Blend S,7.24,2017.0
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.59,2019.0
Ballroom e Youkoso,8.17,2017.0
Kokekkou-san,,2009.0
Fate/Apocrypha,7.2,2017.0
Capsule Boy,,2016.0
Kemy Lang Buka Chaka,,2009.0
Kemy,,2011.0
Kemy Tamheomdae,,2016.0
Balala Xiao Mo Xian: Feiyue Cai Ling Bao 2nd Season,5.99,2017.0
Kujira no Kora wa Sajou ni Utau,7.16,2017.0
Kaito x Ansa,4.93,2017.0
Sengoku Choujuu Giga: Otsu,5.84,2017.0
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,6.03,2017.0
Mahoujin Guruguru (2017),7.79,2017.0
Rilu Rilu Fairilu: Yousei no Door,6.66,2016.0
Dynamic Chord,4.65,2017.0
Idol Time PriPara,7.29,2017.0
Yukai na Animal Bus,,2017.0
Yuru Camp△,8.26,2018.0
PriPri Chii-chan!!,6.37,2017.0
Action Heroine Cheer Fruits,6.51,2017.0
Tsuki ga Kirei,8.02,2017.0
Keppeki Danshi! Aoyama-kun,6.94,2017.0
Hanitarou desu.,,1997.0
Hina Logi: From Luck & Logic,6.64,2017.0
Future Card Buddyfight Battsu,6.6,2017.0
Sanrio Danshi,6.7,2018.0
Haruniwa Ie no 3 Nin-me,,1998.0
Pikaia!!,5.83,2017.0
Zoku Touken Ranbu: Hanamaru,7.28,2018.0
Yu☆Gi☆Oh! VRAINS,6.7,2017.0
Aho Girl,6.71,2017.0
Makeruna!! Aku no Gundan!,5.31,2017.0
Buppu na Mainichi,,2017.0
Beyblade Burst God,7.19,2017.0
Tsurezure Children,7.53,2017.0
RoboMasters the Animated Series,6.34,2017.0
Duel Masters (2017),5.63,2017.0
New Game!!,7.69,2017.0
The iDOLM@STER SideM,7.12,2017.0
Rilu Rilu Fairilu: Mahou no Kagami,6.6,2017.0
Akindo Sei no Little Peso,,2017.0
Kakegurui,7.22,2017.0
Koi to Uso,6.47,2017.0
Killing Bites,6.54,2018.0
Jigoku Shoujo: Yoi no Togi,6.62,2017.0
Love Live! Sunshine!! 2nd Season,7.58,2017.0
Marvel Future Avengers,5.78,2017.0
Nobunaga no Shinobi: Ise Kanegasaki-hen,7.15,2017.0
Shounen Ashibe: Go! Go! Goma-chan 2,5.96,2017.0
Koi wa Ameagari no You ni,7.47,2018.0
Ani ni Tsukeru Kusuri wa Nai!,7.47,2017.0
Mahoutsukai no Yome,8.05,2017.0
Osomatsu-san 2nd Season,7.62,2017.0
Sekai no Yami Zukan,4.73,2017.0
Overlord II,7.75,2018.0
Hoozuki no Reitetsu 2nd Season,7.87,2017.0
Juuni Taisen,6.53,2017.0
Mitsuboshi Colors,7.41,2018.0
Kino no Tabi: The Beautiful World - The Animated Series,7.61,2017.0
Ninja Tamamaru,,2008.0
Shin Ninja Tamamaru,,2009.0
Ninja Tamamaru: Toukaidou Gojuusan-ji,,2010.0
Panpaka Pants O New-san,,2017.0
Clione no Akari,5.4,2017.0
Taikong Lixianji,,2010.0
High & Low: G-Sword,4.73,2017.0
3-gatsu no Lion 2nd Season,8.9,2017.0
Gurazeni,6.39,2018.0
Isekai wa Smartphone to Tomo ni.,6.1,2017.0
Youkai Apartment no Yuuga na Nichijou,7.18,2017.0
Gakuen Babysitters,7.9,2018.0
Akita Kenritsu Iburi Gakkou Chuutou-bu,,2017.0
Princess Principal,7.67,2017.0
Konohana Kitan,7.47,2017.0
18if,6.11,2017.0
Uma Musume: Pretty Derby,7.36,2018.0
Urahara,5.79,2017.0
Sengoku Night Blood,6.14,2017.0
Hatena☆Illusion,5.43,2020.0
Time Bokan: Gyakushuu no San Akunin,5.87,2017.0
Washimo 5th Season,,2017.0
Ramen Daisuki Koizumi-san,6.56,2018.0
Neko Neko Nihonshi 2nd Season,6.17,2017.0
Furusato Meguri: Nippon no Mukashibanashi,6.15,2017.0
Kemono Friends 2,5.81,2019.0
Mini Rope,,2012.0
Freaky Highschool,,2016.0
Poputepipikku,7.29,2018.0
World Fool News (TV) Part II,5.78,2017.0
ClassicaLoid 2nd Season,6.5,2017.0
Musashino!,4.64,2022.0
Kkoma Sinseon Tao,,2009.0
Kkoma Sinseon Tao 2,,2013.0
Teekyuu 9,6.56,2017.0
Otoppe,,2017.0
Himouto! Umaru-chan R,7.31,2017.0
Yousei Land Mukashibanashi,4.56,2017.0
Yukai na Animal Bus 2nd Season,,2017.0
Imouto sae Ireba Ii.,7.24,2017.0
Animegataris,6.37,2017.0
Konbini Kareshi,6.26,2017.0
Neko to Mata,,2017.0
Little Charo 4: Eigo de Aruku New York,,2013.0
Neko no Robu,,2017.0
Osake wa Fuufu ni Natte kara,6.96,2017.0
Shoujo☆Kageki Revue Starlight,7.66,2018.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.84,2017.0
Shampoo Ouji,,2007.0
Dappys,4.75,2017.0
Caribadix,,2017.0
Slow Start,7.02,2018.0
Turning Mecard,6.25,2015.0
Turning Mecard W,6.13,2016.0
Turning Mecard W Season 2,6.03,2017.0
Houseki no Kuni,8.39,2017.0
Toji no Miko,6.79,2018.0
Astar-eul Hyanghae Chaguchagu,,2014.0
Just Because!,7.22,2017.0
Huan Bian Jingling: Dangao Tianxin,,2012.0
Huoli Shaonian Wang zhi Chuanqi Zaixian,6.07,2014.0
Oshiri Tantei,5.97,2018.0
Yama no Susume Third Season,7.61,2018.0
Baby Gamba,,2014.0
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.2,2017.0
Yami Shibai 5,6.33,2017.0
Musekinin Galaxy☆Tylor,3.86,2017.0
Pikotarou no Lullaby Lullaby (TV),5.61,2017.0
Comic Girls,7.36,2018.0
Gin no Guardian II,6.48,2018.0
Shingeki no Kyojin Season 3,8.64,2018.0
Shokugeki no Souma: San no Sara,7.97,2017.0
Yowamushi Pedal: Glory Line,7.58,2018.0
Tate no Yuusha no Nariagari,7.91,2019.0
Miniforce,5.69,2014.0
Curry no Kuni no Coburoux,,2004.0
Love Kome: We Love Rice Nikisaku,4.86,2017.0
Chio-chan no Tsuugakuro,7.45,2018.0
Miira no Kaikata,7.46,2018.0
Angolmois: Genkou Kassenki,7.12,2018.0
RErideD: Tokigoe no Derrida,5.69,2018.0
Shoujo Shuumatsu Ryokou,8.23,2017.0
Sora yori mo Tooi Basho,8.5,2018.0
Gintama. Porori-hen,8.51,2017.0
SSSS.Gridman,7.13,2018.0
Darling in the FranXX,7.2,2018.0
Lupin III: Part 5,8.12,2018.0
Karakai Jouzu no Takagi-san,7.67,2018.0
Cinderella Girls Gekijou 2nd Season,6.62,2017.0
Hakata Tonkotsu Ramens,7.35,2018.0
Ryuuou no Oshigoto!,6.82,2018.0
Catchy-kun no Nice Catch!,,2017.0
Annyeong Jadoo,6.18,2011.0
Ame-iro Cocoa Series: Ame-con!!,4.76,2017.0
Devils Line,6.83,2018.0
Yura Yura Suizokukan,,2017.0
PJ Berri no Mogumogu Munyamunya Season 2,,2017.0
Basilisk: Ouka Ninpouchou,5.56,2018.0
Wotaku ni Koi wa Muzukashii,7.92,2018.0
Fairy Tail: Final Series,7.62,2018.0
Harukana Receive,6.65,2018.0
Dame x Prince Anime Caravan,6.5,2018.0
Satsuriku no Tenshi,6.96,2018.0
Märchen Mädchen,5.41,2018.0
Dia Horizon (Kabu),4.95,2017.0
Sora to Umi no Aida,5.68,2018.0
Alice or Alice,5.35,2018.0
Otona no Ikkyuu-san 2nd Season,,2017.0
Kimoshiba 2,,2017.0
Two Car,5.65,2017.0
Cardfight!! Vanguard G Z,6.56,2017.0
Persona 5 the Animation,6.44,2018.0
Ousama Game The Animation,5.08,2017.0
Golden Kamuy,7.88,2018.0
Hakyuu Houshin Engi,5.39,2018.0
Running Man,,2017.0
Senran Kagura Shinovi Master: Tokyo Youma-hen,6.32,2018.0
Net-juu no Susume,7.51,2017.0
Dagashi Kashi 2,6.82,2018.0
Aiseki Mogol Girl,5.75,2017.0
Hakumei to Mikochi,7.7,2018.0
Takunomi.,6.43,2018.0
Itou Junji: Collection,6.57,2018.0
Oretacha Youkai Ningen,5.52,2017.0
Garo: Vanishing Line,7.12,2017.0
Fireball Humorous,5.83,2017.0
Yuhuwa Chingudeul,,2009.0
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,6.1,2018.0
Itsudatte Bokura no Koi wa 10 cm Datta.,7.45,2017.0
Hinomaru!,,2017.0
Evil or Live,5.78,2017.0
Pingu in the City,6.52,2017.0
Sylvanian Families: Mini Story,,2017.0
Mahou Shoujo Site,6.53,2018.0
Uchuu Senkan Tiramisù,6.36,2018.0
Glamorous Heroes,4.24,2017.0
Hinamatsuri,8.11,2018.0
Butlers: Chitose Momotose Monogatari,5.66,2018.0
Shichisei no Subaru,6.1,2018.0
Gaikotsu Shotenin Honda-san,7.28,2018.0
Kenja no Mago,6.61,2019.0
Yodel no Onna,5.22,2017.0
Koneko no Chi: Ponponra Dairyokou,6.47,2018.0
Zhandou Wang Zhi Jufeng Zhan Hun,6.35,2012.0
Zhandou Wang Zhi Jufeng Zhan Hun 2,6.13,2013.0
Zhandou Wang Zhi Jufeng Zhan Hun 3,6.11,2015.0
Zhen Gyi Hong Shi,6.07,2014.0
One Room: Second Season,6.1,2018.0
Toaru Majutsu no Index III,6.83,2018.0
Boku no Hero Academia 3rd Season,7.98,2018.0
Soukou Musume Senki,5.78,2021.0
Tada-kun wa Koi wo Shinai,7.57,2018.0
Sword Art Online: Alicization,7.57,2018.0
Sword Art Online Alternative: Gun Gale Online,7.01,2018.0
B-Project: Zecchou*Emotion,6.68,2019.0
Lalala Lala-chan ★Uchuu ni Muchuu★,,2017.0
Ulysses: Jehanne Darc to Renkin no Kishi,5.35,2018.0
Tokyo Ghoul:re,6.37,2018.0
Rokuhou-dou Yotsuiro Biyori,7.64,2018.0
Beatless,6.22,2018.0
Ling Qi 2,7.49,2018.0
Dorei-ku The Animation,5.93,2018.0
Porong Porong Pororo 6,5.84,2016.0
Shinkansen Henkei Robo Shinkalion The Animation,6.81,2018.0
Starmyu 3rd Season,6.94,2019.0
Kokkoku,6.98,2018.0
Lalala Lala-chan: Patapata Daisensou,,2016.0
Pikachin-Kit,,2018.0
Megalo Box,7.87,2018.0
Major 2nd,7.36,2018.0
Granblue Fantasy The Animation Season 2,6.73,2019.0
Hug tto! Precure,7.84,2018.0
Bary-san no Shokoku Manyuuki,,2016.0
Flowering Heart 2,5.95,2017.0
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.88,2018.0
Date A Live III,7.19,2019.0
Banana Fish,8.45,2018.0
Piano no Mori (TV),7.31,2018.0
Tsurune: Kazemai Koukou Kyuudou-bu,7.68,2018.0
Tsukumogami Kashimasu,6.7,2018.0
Souten no Ken: Regenesis,5.67,2018.0
Stone Age: Jeonseol-ui Pes-eul Chaj-aseo,,2017.0
An Ling Yu Shi Di Qi,5.83,2017.0
Free! Dive to the Future,7.6,2018.0
Yuragi-sou no Yuuna-san,6.97,2018.0
Mameneko,6.07,2018.0
Dragon Egg,,2017.0
Kakuriyo no Yadomeshi,7.54,2018.0
Hataraku Oniisan!,6.4,2018.0
3D Kanojo: Real Girl,6.86,2018.0
gdMen,5.83,2018.0
Amanchu! Advance,7.1,2018.0
Sunohara-sou no Kanrinin-san,6.73,2018.0
Caligula,5.97,2018.0
Gintama. Shirogane no Tamashii-hen,8.81,2018.0
Nanatsu no Bitoku,5.26,2018.0
Akkun to Kanojo,6.81,2018.0
Back Street Girls: Gokudolls,6.98,2018.0
Dennou Senshi Dokan-kun,,2007.0
Arifureta Shokugyou de Sekai Saikyou,6.72,2019.0
Hisone to Maso-tan,7.29,2018.0
Inazma Delivery: Dougyousha Attack-hen,6.26,2018.0
Mahou Shoujo Ore,6.64,2018.0
Jashin-chan Dropkick,7.06,2018.0
Captain Tsubasa (2018),7.42,2018.0
Tachibanakan Triangle,5.62,2018.0
Himote House,5.66,2018.0
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.93,2018.0
Cutie Honey Universe,5.44,2018.0
Annyeong Totobi,,2011.0
Neko no Dayan (2017),,2017.0
Micchiri Neko,6.82,2018.0
Chao Zhi Neng Zu Qiu,6.65,2010.0
Zoku Owarimonogatari,8.43,2019.0
Uchi no Oochopus,,2018.0
Hinomaruzumou,7.52,2018.0
Tsukipro The Animation 2,6.38,2021.0
Layton Mystery Tanteisha: Katri no Nazotoki File,7.22,2018.0
Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,2018.0
Binan Koukou Chikyuu Bouei-bu Happy Kiss!,6.47,2018.0
"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",,2018.0
Kakegurui××,7.18,2019.0
Puzzle & Dragon,6.03,2018.0
Xiong Chumo: Xiongxiong Leyuan,,2017.0
Xiong Chumo: Tanxian Riji,,2017.0
Grand Blue,8.45,2018.0
Kitsune no Koe,6.39,2018.0
Bakutsuri Bar Hunter,,2018.0
Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.1,2018.0
Gegege no Kitarou (2018),7.24,2018.0
Hataraku Saibou,7.55,2018.0
Marvel Future Avengers 2nd Season,5.82,2018.0
Grimms Notes The Animation,5.94,2019.0
Asobi Asobase,8.19,2018.0
Kiratto Pri☆chan,7.12,2018.0
Fumikiri Jikan,6.36,2018.0
Radiant,6.88,2018.0
Aikatsu Friends!,7.18,2018.0
Anima Yell!,6.87,2018.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.81,2018.0
Release the Spyce,6.92,2018.0
Xiao Hua Xian,,2014.0
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.5,2018.0
Gan Gan Ganko-chan 2nd Season,,2018.0
Gundam Build Divers,6.31,2018.0
Last Period: Owarinaki Rasen no Monogatari,6.36,2018.0
Omae wa Mada Gunma wo Shiranai,5.26,2018.0
Hanebado!,6.84,2018.0
Quiz Tokiko-san,,2017.0
Z/X: Code Reunion,5.81,2019.0
Beyblade Burst Chouzetsu,6.68,2018.0
Kemurikusa (TV),7.03,2019.0
Youkai Watch: Shadow Side,6.79,2018.0
Kuroneko Monroe,,2018.0
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,6.45,2018.0
Chuukan Kanriroku Tonegawa,7.17,2018.0
Plunderer,6.65,2020.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,2019.0
Goblin Slayer,7.42,2018.0
Kekkero Ke,,2018.0
Shounen Ashibe: Go! Go! Goma-chan 3,5.75,2018.0
Neko Neko Nihonshi 3rd Season,6.24,2018.0
Pastel Memories,5.16,2019.0
Chihayafuru 3,8.45,2019.0
Souten no Ken: Regenesis 2nd Season,6.05,2018.0
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.74,2019.0
Zoids Wild,6.38,2018.0
Ahiru no Sora,7.26,2019.0
Cinderella Girls Gekijou 3rd Season,6.53,2018.0
Sarazanmai,7.46,2019.0
Chara to Otamajakushi Shima,,2018.0
Tensei shitara Slime Datta Ken,8.13,2018.0
Wakaokami wa Shougakusei!,6.64,2018.0
Carole & Tuesday,7.84,2019.0
Revisions,6.02,2019.0
Ingress the Animation,6.27,2018.0
Hyakuren no Haou to Seiyaku no Valkyria,5.68,2018.0
Karakuri Circus,7.16,2018.0
Ladyspo,2.99,2018.0
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.23,2018.0
Boogiepop wa Warawanai (2019),7.06,2019.0
Kyoto Teramachi Sanjou no Holmes,6.74,2018.0
Usagi no Matthew,,2018.0
Lalala Lala-chan: Lala to Mainichi,,2019.0
Kishuku Gakkou no Juliet,7.45,2018.0
Cardfight!! Vanguard (2018),6.74,2018.0
Ongaku Shoujo (TV),5.99,2018.0
Duel Masters!,5.81,2018.0
Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.71,2018.0
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.18,2018.0
Gintama. Shirogane no Tamashii-hen - Kouhan-sen,8.88,2018.0
Double Decker! Doug & Kirill,6.8,2018.0
Irozuku Sekai no Ashita kara,7.52,2018.0
W'z,5.53,2019.0
Mob Psycho 100 II,8.78,2019.0
Happy Sugar Life,6.75,2018.0
Dororo,8.26,2019.0
Vinland Saga,8.77,2019.0
Pet,6.44,2020.0
Babylon,6.73,2019.0
Hangyakusei Million Arthur,6.0,2018.0
Oretacha Youkai Ningen G,5.49,2018.0
Mannaka no Rikkun@Kin Tele,,2019.0
Akanesasu Shoujo,6.43,2018.0
Sirius,6.95,2018.0
Senjuushi,4.91,2018.0
Majutsushi Orphen Hagure Tabi,5.84,2020.0
Planet With,7.13,2018.0
Tonari no Kyuuketsuki-san,7.09,2018.0
Bakumatsu,5.74,2018.0
Lapis Re:LiGHTs,6.66,2020.0
Dakaretai Otoko 1-i ni Odosarete Imasu.,7.34,2018.0
Phantom in the Twilight,6.41,2018.0
Magatsu Wahrheit: Zuerst,6.53,2020.0
Lord of Vermilion: Guren no Ou,5.35,2018.0
Future Card Buddyfight Battsu: All-Star Fight,6.77,2018.0
Hitoribocchi no Marumaru Seikatsu,7.47,2019.0
Washimo 6th Season,,2018.0
Hataraku Oniisan! no 2!,6.44,2018.0
Fate/Extra: Last Encore - Illustrias Tendousetsu,6.52,2018.0
Caribadix 2nd Season,,2018.0
Gakuen Basara,6.2,2018.0
Shinya! Tensai Bakabon,5.98,2018.0
Overlord III,7.91,2018.0
Ukkari Pénélope (2017),,2017.0
Shin Manga Naruhodo Monogatari,,1988.0
Beelzebub-jou no Okinimesu mama.,7.22,2018.0
Uchi no Maid ga Uzasugiru!,6.85,2018.0
Future Card Shin Buddyfight,6.41,2018.0
Isekai Cheat Magician,5.48,2019.0
Ame-iro Cocoa: Side G,4.88,2019.0
Turning Mecard R,5.8,2017.0
Turning Mecard W: Vandyne-ui Bimil,5.89,2017.0
Gonglyong Mecard,,2017.0
Aguu: Tensai Ningyou,5.37,2018.0
Pastel Life,6.53,2018.0
Yakusoku no Neverland,8.47,2019.0
Okojo to Yamane,,2018.0
Yagate Kimi ni Naru,7.88,2018.0
Space Bug,5.98,2018.0
Chaechaepong Kimchi Pong,,2002.0
Tokyo Ghoul:re 2nd Season,6.47,2018.0
Gunjou no Magmell,6.12,2019.0
Conception,4.57,2018.0
BanG Dream! 2nd Season,7.57,2019.0
BanG Dream! 3rd Season,7.99,2020.0
Oshi ga Budoukan Ittekuretara Shinu,7.42,2020.0
Yami Shibai 6,6.21,2018.0
Ueno-san wa Bukiyou,6.55,2019.0
Ani ni Tsukeru Kusuri wa Nai! 2,7.72,2018.0
Nakanohito Genome [Jikkyouchuu],6.86,2019.0
Yatogame-chan Kansatsu Nikki,6.26,2019.0
Naengjang-go Nala Cocomong,,2008.0
Hello Cocomong,,2010.0
Cocomong 2,,2011.0
Hello Cocomong 2,,2014.0
Cocomong 3,,2015.0
Ice Kuritarou,,2017.0
Shoumetsu Toshi,5.5,2019.0
3D Kanojo: Real Girl 2nd Season,7.66,2019.0
Fukigen na Mononokean Tsuzuki,7.57,2019.0
IDOLiSH7 Second Beat!,8.13,2020.0
Mayonaka no Occult Koumuin,6.76,2019.0
Kaze ga Tsuyoku Fuiteiru,8.38,2018.0
Kirakira Happy★Hirake! Cocotama,6.61,2018.0
Hoshiai no Sora,7.59,2019.0
Piano no Mori (TV) 2nd Season,7.45,2019.0
Zombieland Saga,7.5,2018.0
Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,,2018.0
Mahou Shoujo Tokushusen Asuka,6.33,2019.0
Domestic na Kanojo,6.62,2019.0
"Kumo desu ga, Nani ka?",7.45,2021.0
Uchuu Senkan Tiramisù II,6.52,2018.0
Golden Kamuy 2nd Season,8.24,2018.0
Gurazeni Season 2,6.74,2018.0
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,2018.0
Jingai-san no Yome,5.83,2018.0
Watashi ni Tenshi ga Maiorita!,7.25,2019.0
Girly Air Force,6.14,2019.0
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.4,2019.0
Kimetsu no Yaiba,8.42,2019.0
Bungou Stray Dogs 3rd Season,8.2,2019.0
Strike Witches: 501 Butai Hasshin Shimasu!,6.63,2019.0
Strike Witches: Road to Berlin,7.35,2020.0
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,6.69,2022.0
Hawaiian Conu,,2018.0
Re:Stage! Dream Days♪,6.7,2019.0
Kaeru Ouji to Imomushi Henry,,2018.0
Zannen na Ikimono Jiten,5.97,2018.0
Beatless Final Stage,6.79,2018.0
Endro~!,6.89,2019.0
Yi Kong Zhi Dian,,2013.0
Kkoma Bus Tayo,5.75,2010.0
Kkoma Bus Tayo 2,5.73,2011.0
Kkoma Bus Tayo 3,5.57,2014.0
Kkoma Bus Tayo 4,5.68,2016.0
Titipo Titipo,,2018.0
