title,score,year
UFO Senshi Dai Apolon 2,6.15,1976.0
Double-J,5.45,2011.0
Inumarudashi,4.94,2011.0
Penguin no Mondai Max,,2010.0
Penguin no Mondai DX?,,2011.0
Scan2Go,6.19,2010.0
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7.18,2007.0
Saki Achiga-hen: Episode of Side-A,7.31,2012.0
Dame Oyaji,,1974.0
Jungle Kurobee,5.8,1973.0
Kakko Kawaii Sengen! 2,5.61,2011.0
Pants Pankurou,,2004.0
High Score,5.5,2011.0
Kagaku Bouken-tai Tansar 5,6.04,1979.0
Zettai Zetsumei Dangerous Jiisan (2004),5.76,2004.0
Stray Sheep: Poe no Chicchana Daibouken,5.99,2001.0
Ganbare!! Nattou-san,,2011.0
Fujilog 2nd Season,,2011.0
Inu x Boku SS,7.36,2012.0
Battle Spirits: Heroes,6.18,2011.0
Muv-Luv Alternative: Total Eclipse,7.08,2012.0
Hunter x Hunter (2011),9.03,2011.0
Kill Me Baby,6.87,2012.0
Another,7.46,2012.0
Sekaiichi Hatsukoi 2,7.8,2011.0
Cross Fight B-Daman,6.57,2011.0
Papa no Iukoto wo Kikinasai!,7.24,2012.0
Kuma no Puutarou,,1995.0
Hero Hero-kun,5.96,2000.0
Hoshi no Ko Poron,6.02,1974.0
Rinne no Lagrange,6.87,2012.0
Amagami SS+ Plus,7.37,2012.0
Hidamari Sketch x Honeycomb,7.93,2012.0
Brave 10,6.73,2012.0
Manga Nihonshi,6.06,1983.0
Ganso Tensai Bakabon,6.28,1975.0
Akadou Suzunosuke,6.15,1972.0
Black★Rock Shooter (TV),6.79,2012.0
Zero no Tsukaima F,7.41,2012.0
Tantei Opera Milky Holmes Dai 2 Maku,7.19,2012.0
Shin Tennis no Oujisama,7.53,2012.0
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.42,2011.0
Skyers 5,5.91,1967.0
Iruka to Shounen,5.81,1975.0
Ano Natsu de Matteru,7.4,2012.0
Chibi☆Devi!,6.91,2011.0
Recorder to Randoseru Do♪,6.61,2012.0
Sore Ike! Zukkoke Sannin-gumi,,2004.0
Sankarea,7.26,2012.0
Hello Kitty: Ringo no Mori no Fantasy,6.04,2006.0
Mamimume★Mogacho,,2001.0
Momotarou Densetsu,6.24,1989.0
Ad Lib Anime Kenkyuujo,5.87,2011.0
Happyakuyachou Hyouri Kewaishi,6.15,1990.0
Sengoku☆Paradise Kiwami,5.99,2011.0
Puu-Neko Shougekijou,,2011.0
Perman (1983),6.69,1983.0
Nisemonogatari,8.12,2012.0
"Sono Toki, Shimakou ga Ugoita!",,2011.0
Morita-san wa Mukuchi. 2,6.62,2011.0
High School DxD,7.32,2012.0
Blood Lad,7.23,2013.0
Natsume Yuujinchou Shi,8.63,2012.0
Area no Kishi,7.15,2012.0
Code:Breaker,6.7,2012.0
Chi-Sui Maru 2nd Season,,2011.0
Kimi to Boku. 2,7.91,2012.0
Fate/Zero 2nd Season,8.54,2012.0
Senki Zesshou Symphogear,7.04,2012.0
Sword Art Online,7.22,2012.0
Accel World,7.2,2012.0
Medaka Box,7.01,2012.0
Sekai de Ichiban Tsuyoku Naritai!,5.74,2013.0
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.12,2012.0
Kuroko no Basket,8.04,2012.0
Dog Days',6.97,2012.0
Haiyore! Nyaruko-san,6.97,2012.0
gdgd Fairies,6.81,2011.0
Manga Mitokoumon,6.62,1981.0
Qin Shi Mingyue: Zhu Zi Bai Jia,6.87,2011.0
Zetman,6.83,2012.0
Qin Shi Mingyue: Ye Jin Tianming,6.62,2008.0
Danshi Koukousei no Nichijou,8.23,2012.0
Judo Sanka,6.19,1974.0
Queen's Blade: Rebellion,6.24,2012.0
Oraa Guzura Dado (1987),6.11,1987.0
Kokoro Connect,7.72,2012.0
Oda Nobuna no Yabou,7.35,2012.0
Poyopoyo Kansatsu Nikki,7.63,2012.0
Kingdom,7.88,2012.0
What's Michael? (TV),6.09,1988.0
Natsu-iro Kiseki,7.02,2012.0
Yurumates 3D,6.27,2012.0
Wanpaku Tanteidan,6.09,1968.0
AKB0048,7.34,2012.0
Koi to Senkyo to Chocolate,6.96,2012.0
Nihon Omoshiro Mukashibanashi,,2011.0
Mameushi-kun (TV),,2007.0
Hyouka,8.05,2012.0
Smile Precure!,6.88,2012.0
Game Center Arashi,5.98,1982.0
Rinne no Lagrange Season 2,6.95,2012.0
Acchi Kocchi,7.47,2012.0
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,6.9,2012.0
Pecola,5.83,2002.0
Track City,5.93,2000.0
Bakuman. 3rd Season,8.52,2012.0
Shining Hearts: Shiawase no Pan,6.12,2012.0
Mouretsu Atarou (1990),,1990.0
Oyako Club,5.45,1994.0
Yuru Yuri♪♪,7.8,2012.0
Jormungand,7.79,2012.0
Uchuu Kyoudai,8.48,2012.0
Tasogare Otome x Amnesia,7.81,2012.0
Hiiro no Kakera,6.69,2012.0
Nazo no Kanojo X,7.22,2012.0
Eureka Seven AO,6.63,2012.0
Gregory Horror Show: The Second Guest,6.62,2000.0
Gregory Horror Show: The Last Train,6.31,2000.0
Kyoukaisenjou no Horizon II,7.46,2012.0
Sakamichi no Apollon,8.29,2012.0
"Dakara Boku wa, H ga Dekinai.",6.52,2012.0
Sengoku Collection,6.4,2012.0
Morizo to Kikkoro,,2004.0
Danball Senki W,7.05,2012.0
Ozma,6.07,2012.0
Joshiraku,7.43,2012.0
Uta no☆Prince-sama♪ Maji Love 2000%,7.16,2013.0
Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.25,2012.0
0-sen Hayato,5.95,1964.0
Yuuyake Banchou,,1968.0
Yuusei Kamen,5.7,1966.0
Youyou no Neko Tsumami,,1992.0
Yoshimoto Muchikko Monogatari,,1998.0
Yanbou Ninbou Tonbou,,1995.0
Wonder Bebil-kun,,2003.0
Shirokuma Cafe,7.89,2012.0
Umeboshi Denka,5.9,1969.0
Pretty Rhythm: Dear My Future,6.73,2012.0
Ginga e Kickoff!!,7.2,2012.0
Tsuritama,7.64,2012.0
Uchuu Shounen Soran,5.87,1965.0
Uchuu Patrol Hopper,5.83,1965.0
Saint Seiya Omega,6.29,2012.0
AWOL,5.31,1998.0
Jewelpet Kira☆Deco!,6.74,2012.0
Arcana Famiglia,6.26,2012.0
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.18,2012.0
Arashi no Yoru ni: Himitsu no Tomodachi,6.64,2012.0
Hakuouki: Reimeiroku,7.42,2012.0
Shinsekai yori,8.24,2012.0
Gakkatsu!,6.42,2012.0
Shiba Inuko-san,5.7,2012.0
Baku Tech! Bakugan,5.86,2012.0
Cardfight!! Vanguard: Asia Circuit-hen,6.79,2012.0
Kuromajo-san ga Tooru!!,6.54,2012.0
Hagure Yuusha no Aesthetica,6.69,2012.0
Furusato Saisei: Nippon no Mukashibanashi,6.92,2012.0
Paboo & Mojies,,2012.0
Zoobles!,,2011.0
Little Charo,6.25,2008.0
Little Charo 2,6.03,2010.0
Juusen Battle Monsuno,6.48,2012.0
Monster Farm: Legend e no Michi,6.74,2000.0
Lupin the Third: Mine Fujiko to Iu Onna,7.76,2012.0
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,5.56,2012.0
Metal Fight Beyblade Zero G,6.03,2012.0
Inazuma Eleven Go: Chrono Stone,7.3,2012.0
Shounen Ninja Kaze no Fujimaru,5.88,1964.0
Jormungand: Perfect Order,7.88,2012.0
Tari Tari,7.28,2012.0
Chouyaku Hyakuninisshu: Uta Koi.,7.42,2012.0
"Kono Naka ni Hitori, Imouto ga Iru!",6.49,2012.0
Recorder to Randoseru Re♪,6.79,2012.0
Moyashimon Returns,7.2,2012.0
Himitsukessha Taka no Tsume NEO,5.98,2012.0
Zumomo to Nupepe,,2012.0
Tomodachi 8-nin,,2011.0
Ribbon-chan,,2012.0
Panda no Taputapu,,2012.0
Little Charo: Touhoku-hen,,2012.0
Cofun Gal no Coffy (TV),,2006.0
Cofun Gal no Coffy Campus Life,,2009.0
Binbougami ga!,7.66,2012.0
Shuukan Storyland,6.46,1999.0
Natsuyuki Rendezvous,7.25,2012.0
Robotics;Notes,7.3,2012.0
Psycho-Pass,8.33,2012.0
Little Busters!,7.48,2012.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,6.89,2013.0
To LOVE-Ru Darkness,7.4,2012.0
Tottoko Hamtarou Hai!,6.77,2006.0
Sakura-sou no Pet na Kanojo,8.04,2012.0
Kamen no Ninja Akakage,6.45,1987.0
Mangirl!,5.81,2013.0
Zetsuen no Tempest,7.89,2012.0
Pokemon Best Wishes! Season 2,6.47,2012.0
Girls & Panzer,7.53,2012.0
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.41,2012.0
Instant History,6.08,1961.0
Otogi Manga Calendar,6.04,1962.0
Tonari no Kaibutsu-kun,7.45,2012.0
Busou Shinki,6.3,2012.0
Chitose Get You!!,6.2,2012.0
Vividred Operation,6.43,2013.0
Suki tte Ii na yo.,7.39,2012.0
Tanken Driland,6.63,2012.0
Btooom!,7.26,2012.0
Yama no Susume,6.85,2013.0
Chihayafuru 2,8.37,2013.0
K,7.42,2012.0
Minami-ke Tadaima,7.64,2013.0
Magi: The Labyrinth of Magic,8.0,2012.0
Sasami-san@Ganbaranai,6.66,2013.0
Medaka Box Abnormal,7.38,2012.0
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.26,2012.0
Chikyuu SOS Sore Ike Kororin,,1992.0
Hiiro no Kakera 2nd Season,7.14,2012.0
Hayate no Gotoku! Can't Take My Eyes Off You,7.03,2012.0
Yurumates 3D Plus,6.36,2012.0
Kamisama Hajimemashita,8.12,2012.0
JoJo no Kimyou na Bouken (TV),7.87,2012.0
Chuunibyou demo Koi ga Shitai!,7.7,2012.0
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,6.89,2013.0
Ixion Saga DT,7.12,2012.0
GJ-bu,7.28,2013.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.0,2013.0
D.C.III: Da Capo III,6.49,2013.0
Fate/kaleid liner Prisma☆Illya,7.01,2013.0
Maoyuu Maou Yuusha,7.22,2013.0
Battle Spirits: Sword Eyes,6.56,2012.0
RDG: Red Data Girl,6.55,2013.0
AKB0048: Next Stage,7.61,2013.0
Boku wa Tomodachi ga Sukunai Next,7.26,2013.0
Chousoku Henkei Gyrozetter,6.41,2012.0
Haitai Nanafa,5.86,2012.0
Litchi DE Hikari Club,5.19,2012.0
Love Live! School Idol Project,7.4,2013.0
Initial D Fifth Stage,8.11,2012.0
Aikatsu!,7.49,2012.0
Robin-kun to 100 nin no Otomodachi Season 2,,2012.0
Amnesia,5.97,2013.0
Cuticle Tantei Inaba,7.23,2013.0
Senran Kagura,6.27,2013.0
Teekyuu,6.55,2012.0
Hentai Ouji to Warawanai Neko.,7.13,2013.0
Wooser no Sono Higurashi,6.17,2012.0
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.4,2013.0
Hyakka Ryouran: Samurai Bride,6.69,2013.0
Kotoura-san,7.15,2013.0
Gintama': Enchousen,9.02,2012.0
High School DxD New,7.46,2013.0
Hey Yo Yorang,6.12,2003.0
Yu☆Gi☆Oh! Zexal Second,6.93,2012.0
Oshiri Kajiri Mushi (TV),5.15,2012.0
Cross Fight B-Daman eS,6.47,2012.0
Maken-Ki! Two,6.14,2014.0
Shinkai Densetsu Meremanoid,5.65,1997.0
Date A Live,7.14,2013.0
Brothers Conflict,5.88,2013.0
Cardfight!! Vanguard: Link Joker-hen,7.16,2013.0
Hakkenden: Touhou Hakken Ibun,7.38,2013.0
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.23,2013.0
Haiyore! Nyaruko-san W,7.2,2013.0
Tamayura: More Aggressive,7.56,2013.0
Senyuu.,7.27,2013.0
Backstage Idol Story,5.75,2012.0
Senki Zesshou Symphogear G,7.47,2013.0
Beast Saga,5.56,2013.0
Hataraku Maou-sama!,7.7,2013.0
Ginga Kikoutai Majestic Prince,7.32,2013.0
Tamagotchi! Yume Kira Dream,5.97,2012.0
Pyun Pyun Maru,,1967.0
Shin Kyojin no Hoshi,6.23,1977.0
Fantasista Doll,6.15,2013.0
Picchipichi Shizuku-chan,,2012.0
Qin Shi Mingyue: Wanli Changcheng,7.05,2012.0
Yuyushiki,7.35,2013.0
Happy☆Lucky Bikkuriman,6.27,2006.0
Magical Hat,5.67,1989.0
Dokachin,,1968.0
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.45,2013.0
Kamisama no Inai Nichiyoubi,7.27,2013.0
Tokyo Ravens,7.4,2013.0
Greek Roman Sinhwa: Olympus Guardian,6.17,2003.0
Karneval (TV),7.07,2013.0
Toaru Kagaku no Railgun S,8.0,2013.0
Ro-Kyu-Bu! SS,7.0,2013.0
Nagi no Asu kara,7.93,2013.0
Saki: Zenkoku-hen,7.4,2014.0
Machine Robo: Butchigiri Battle Hackers,6.06,1987.0
Choujigen Game Neptune The Animation,6.89,2013.0
Mirai Kara Kita Shounen Super Jetter,5.86,1965.0
Choboraunyopomi Gekijou Ai Mai Mii,5.82,2013.0
Aku no Hana,7.15,2013.0
Bakumatsu Gijinden Roman,6.12,2013.0
"Yondemasu yo, Azazel-san. Z",7.54,2013.0
Chikkun Takkun,5.99,1984.0
Ishida to Asakura,5.85,2013.0
Usavich V,6.26,2013.0
Love Lab,7.3,2013.0
Dansai Bunri no Crime Edge,6.65,2013.0
Dog Days'',6.84,2015.0
Norakuro-kun,6.14,1987.0
Photokano,6.18,2013.0
"Boku no Imouto wa ""Osaka Okan""",5.73,2013.0
Tamako Market,7.4,2013.0
Dokidoki! Precure,6.72,2013.0
Surf Side High-School,5.91,1999.0
Shin Kyojin no Hoshi II,6.2,1979.0
Shingeki no Kyojin,8.57,2013.0
Devil Survivor 2 The Animation,6.83,2013.0
Arata Kangatari,6.42,2013.0
Suisei no Gargantia,7.44,2013.0
Ranpou,6.13,1984.0
Ojamanga Yamada-kun,6.22,1980.0
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.19,2013.0
Pro Golfer Saru (TV),6.34,1985.0
Kakumeiki Valvrave,7.12,2013.0
Kami nomi zo Shiru Sekai: Megami-hen,7.98,2013.0
gdgd Fairies 2,6.92,2013.0
Kiniro Mosaic,7.23,2013.0
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,6.99,2013.0
Makai Ouji: Devils and Realist,6.99,2013.0
Kuroko no Basket 2nd Season,8.2,2013.0
Line Offline: Salaryman,6.41,2013.0
Ganbare! Oden-kun,,2013.0
Namiuchigiwa no Muromi-san,6.9,2013.0
Gin no Saji,8.09,2013.0
Hayate no Gotoku! Cuties,7.02,2013.0
Monogatari Series: Second Season,8.76,2013.0
Soukyuu no Fafner: Dead Aggressor - Exodus,7.37,2015.0
Aiura,6.64,2013.0
Agigongryong Doolie (1988),5.93,1988.0
Agigongryong Doolie,6.06,1987.0
Agigongryong Doolie (2009),5.94,2009.0
Dallyeola Hani,6.59,1988.0
Rolling Seutajeu,,2009.0
Wala! Pyeon-uijeom The Animation,,2009.0
Pokemon Best Wishes! Season 2: Episode N,6.7,2013.0
Chokkyuu Hyoudai Robot Anime: Straight Title,5.7,2013.0
Kara The Animation,5.2,2013.0
Gakkatsu! 2nd Season,6.21,2013.0
Shouwa Ahozoushi Akanuke Ichiban!,6.43,1985.0
Machine-Doll wa Kizutsukanai,7.02,2013.0
Pretty Rhythm: Rainbow Live,7.58,2013.0
Log Horizon,7.9,2013.0
Futari wa Milky Holmes,5.78,2013.0
Jinzou Konchuu Kabutoborg VxV,6.08,2006.0
Shin Pro Golfer Saru,,1988.0
Tenpou Suikoden Neo,4.79,2013.0
Kingdom 2nd Season,8.29,2013.0
Pink Lady Monogatari: Eikou no Tenshi-tachi,,1978.0
Chingou Muchabee,,1971.0
Otoko Ippiki Gaki Daishou,6.45,1969.0
Tantei Shounen Kageman,,2001.0
Jewelpet Happiness,6.83,2013.0
Mushibugyou,7.28,2013.0
Diabolik Lovers,5.18,2013.0
Ookami Shounen Ken,5.91,1963.0
Non Non Biyori,7.93,2013.0
Konpora Kid,,1985.0
Non-tan to Issho,6.19,1992.0
Poka Poka Mori no Rascal,5.64,2006.0
Souya Monogatari,,1984.0
Futago no Monchhichi,,1980.0
Omakase Scrappers,,1994.0
Genei wo Kakeru Taiyou,6.39,2013.0
Harisu no Kaze,,1966.0
Kunimatsu-sama no Otoridai,6.27,1971.0
Animal 1,6.0,1968.0
Zettai Bouei Leviathan,6.27,2013.0
Bemubemu Hunter Kotengu Tenmaru,6.17,1983.0
Danchi Tomoo,6.1,2013.0
DD Hokuto no Ken (2013),6.47,2013.0
Glass no Kamen desu ga,5.3,2013.0
Haitai Nanafa 2nd Season,5.85,2013.0
Grisaia no Kajitsu,7.45,2014.0
Ketsuekigata-kun!,6.49,2013.0
Dibetagurashi: Ahiru no Seikatsu,5.73,2013.0
Kimi no Iru Machi,6.81,2013.0
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.18,2014.0
Stella Jogakuin Koutou-ka C³-bu,6.52,2013.0
Daitoshokan no Hitsujikai,6.83,2014.0
Inu to Hasami wa Tsukaiyou,6.51,2013.0
Sparrow's Hotel,5.42,2013.0
Pokemon Best Wishes! Season 2: Decolora Adventure,6.34,2013.0
Golden Time,7.74,2013.0
Uchouten Kazoku,7.82,2013.0
Danball Senki Wars,7.01,2013.0
Houkago no Pleiades (TV),6.7,2015.0
Tanken Driland: 1000-nen no Mahou,6.0,2013.0
Freezing Vibration,6.7,2013.0
Forza! Hidemaru,6.05,2002.0
Rozen Maiden (2013),7.32,2013.0
Hakkenden: Touhou Hakken Ibun 2nd Season,7.6,2013.0
Nourin,6.74,2014.0
Inazuma Eleven Go: Galaxy,6.66,2013.0
Recorder to Randoseru Mi☆,6.59,2013.0
Magi: The Kingdom of Magic,8.2,2013.0
Servant x Service,7.61,2013.0
Teekyuu 2,6.69,2013.0
Train Heroes,,2013.0
Tonari no Seki-kun,7.53,2014.0
Kyoukai no Kanata,7.71,2013.0
Line Town,6.3,2013.0
Yowamushi Pedal,7.92,2013.0
Boku wa Ousama (TV),,2013.0
Little Busters! Refrain,8.17,2013.0
World Fool News (TV),5.87,2014.0
Bakujuu Gasshin Ziguru Hazeru,5.56,2013.0
Gatchaman Crowds,7.27,2013.0
Himitsukessha Taka no Tsume MAX,5.95,2013.0
White Album 2,7.59,2013.0
IS: Infinite Stratos 2,6.45,2013.0
Strike the Blood,7.0,2013.0
Kakumeiki Valvrave 2nd Season,7.25,2013.0
Mazinger ZIP!,5.44,2013.0
Mini Van,6.69,2013.0
Gingitsune,7.14,2013.0
Spheres,6.08,2003.0
Genshiken Nidaime,7.41,2013.0
Odoriko Clinoppe,,2013.0
Kitaku-bu Katsudou Kiroku,6.76,2013.0
Yozakura Quartet: Hana no Uta,7.44,2013.0
Free!,7.32,2013.0
Senyuu. 2,7.4,2013.0
Noobow,,1995.0
Akane-chan,5.92,1968.0
Chuunibyou demo Koi ga Shitai! Ren,7.55,2014.0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.79,2013.0
Kill la Kill,8.03,2013.0
Diamond no Ace,8.11,2013.0
BlazBlue: Alter Memory,6.08,2013.0
Gifuu Doudou!!: Kanetsugu to Keiji,6.4,2013.0
Alice Tantei Kyoku,5.93,1995.0
Ninja Hattori-kun (2012),6.72,2012.0
Aoki Hagane no Arpeggio: Ars Nova,7.33,2013.0
Nisekoi,7.55,2014.0
Hakken Taiken Daisuki! Shimajirou,6.16,2008.0
Shimajirou Hesoka,,2010.0
Shimajirou no Wow!,,2012.0
Yuuto-kun ga Iku,,2013.0
"Wake Up, Girls!",6.98,2014.0
Future Card Buddyfight,6.73,2014.0
Kaiketsu Tamagon,5.95,1972.0
Love Live! School Idol Project 2nd Season,7.76,2014.0
Toaru Hikuushi e no Koiuta,7.14,2014.0
Doctor Chichibuyama,5.4,1988.0
Walkure Romanze,6.29,2013.0
Youkai Watch,6.74,2014.0
Date A Live II,7.18,2014.0
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,5.32,2013.0
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.13,2013.0
Megane-bu!,6.24,2013.0
Pokemon XY,7.46,2013.0
Nyuru Nyuru!! Kakusen-kun,5.63,2013.0
Turuturutu Narongi,,2005.0
Pupa,3.28,2014.0
Gundam Build Fighters,7.74,2013.0
Kwaegeol Longman Narongi,,2006.0
Gin no Saji 2nd Season,8.27,2014.0
Samurai Flamenco,6.88,2013.0
Galilei Donna,6.41,2013.0
Outbreak Company,7.16,2013.0
Yami Shibai,6.99,2013.0
Akuma no Riddle,6.59,2014.0
Tetsujin 28-gou Gao!,,2013.0
Green Saver,,2009.0
Revbahaf Wang-gug Jaegeon-soelgi,,2007.0
Giga Tribe,,2008.0
Kaizoku Ouji,5.9,1966.0
Kobo-chan,6.52,1992.0
Hajime no Ippo: Rising,8.61,2013.0
Hustle Punch,5.94,1965.0
Kanojo ga Flag wo Oraretara,6.35,2014.0
Kyousou Giga (TV),7.68,2013.0
Oshiri Kajiri Mushi (TV) 2nd Season,5.24,2013.0
Mahou Sensou,5.95,2014.0
Sidonia no Kishi,7.63,2014.0
No Game No Life,8.04,2014.0
Saikyou Ginga Ultimate Zero: Battle Spirits,6.51,2013.0
Ore wa Chokkaku,6.15,1991.0
Super Seisyun Brothers,6.7,2013.0
Tamagotchi! Miracle Friends,6.07,2013.0
Nobunagun,6.66,2014.0
Gaist Crusher,5.82,2013.0
Marude Dameo,,1991.0
Robotan,6.2,1966.0
Battle Spirits: Sword Eyes Gekitouden,6.65,2013.0
Donkikko,,1967.0
Tesagure! Bukatsumono,6.67,2013.0
Ikkyuu-san (1978),6.24,1978.0
Barbapapa (1977),5.82,1977.0
Heisei Tensai Bakabon,6.01,1990.0
Ikinari Dagon,,1988.0
Shisukon Ouji,,1964.0
Uchuujin Pipi,,1965.0
Kaitou Pride,,1965.0
Tatakae! Osper,,1966.0
Tobidase! Bacchiri,,1966.0
Kaminari Boy Pikkari★bee,,1967.0
King Kong: 001/7 Tom Thumb,,1967.0
Fight Da!! Pyuta,6.0,1968.0
Sobakasu Pucchi,,1969.0
Mouretsu Atarou,,1969.0
Roppou Yabure-kun,,1969.0
Pinch to Punch,,1969.0
Doubutsu Mura Monogatari,,1970.0
Otanoshimi Anime Gekijou,,1970.0
Itazura Tenshi Chippo-chan,,1970.0
Nihon Meisaku Douwa Series: Akai Tori no Kokoro,,1979.0
D-Frag!,7.49,2014.0
Miss Monochrome The Animation,6.37,2013.0
Sakura Trick,6.94,2014.0
Wizard Barristers: Benmashi Cecil,6.17,2014.0
Space☆Dandy,7.89,2014.0
Obocchama-kun,6.16,1989.0
Dotanba no Manners,,1984.0
Ijiwaru Baasan,,1970.0
Ijiwaru Baasan (1996),,1996.0
Doteraman,5.74,1986.0
Only You: Viva! Cabaret Club,,1998.0
Treasure Gaust,5.28,2007.0
Gekisou! Rubenkaiser,,1977.0
Kotowaza House,5.59,1987.0
Kappamaki,,2003.0
Tobidase! Machine Hiryuu,5.8,1977.0
Kariage-kun,6.15,1989.0
Robokko Beeton,,1976.0
Mori no Senshi Bonolon,,2007.0
Manga Ijin Monogatari,,1977.0
Ganbare Gonbe,,1980.0
Easy Cooking Animation: Seishun no Shokutaku,,1989.0
Shounen Tokugawa Ieyasu,6.01,1975.0
Manga Kodomo Bunko,,1978.0
Tonari no Tamageta-kun,,1974.0
Anime Document: München e no Michi,,1972.0
Hana no Kakarichou,,1976.0
Gatapishi,6.12,1990.0
Wooser no Sono Higurashi: Kakusei-hen,6.54,2014.0
Koroshiya-san: The Hired Gun,5.48,2013.0
Hoozuki no Reitetsu,7.77,2014.0
"Inari, Konkon, Koi Iroha.",7.19,2014.0
Teekyuu 3,6.73,2013.0
Noragami,7.94,2014.0
Fate/kaleid liner Prisma☆Illya 2wei!,7.19,2014.0
Z/X: Ignition,6.47,2014.0
Mikakunin de Shinkoukei,7.36,2014.0
SoniAni: Super Sonico The Animation,6.08,2014.0
Haikyuu!!,8.43,2014.0
Kyoufu no Kyou-chan,5.86,1994.0
Hamatora The Animation,7.24,2014.0
Sabage-bu!,7.33,2014.0
Ganbare! Lulu Lolo,,2013.0
Mahouka Koukou no Rettousei,7.37,2014.0
Black Bullet,7.07,2014.0
Seitokai Yakuindomo*,7.67,2014.0
Hitsugi no Chaika,7.21,2014.0
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.11,2014.0
Oneechan ga Kita,6.32,2014.0
Iron Kid,6.91,2006.0
Kiniro no Corda: Blue♪Sky,6.4,2014.0
Sekai Seifuku: Bouryaku no Zvezda,7.03,2014.0
Marvel Disk Wars: The Avengers,5.83,2014.0
Noonbory,,2009.0
Seikoku no Dragonar,6.39,2014.0
Gatchaman Crowds Insight,7.23,2015.0
Ikemen Kyuugo-tai Nurse Angels,,2013.0
Strange+,5.95,2014.0
Witch Craft Works,6.97,2014.0
Love Stage!!,7.13,2014.0
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.42,2014.0
Nobunaga the Fool,6.63,2014.0
Baby Steps,7.79,2014.0
Go! Go! 575,5.62,2014.0
Gochuumon wa Usagi desu ka?,7.49,2014.0
Pupipo!,6.77,2014.0
Isshuukan Friends.,7.52,2014.0
Tokyo ESP,6.54,2014.0
Bokura wa Minna Kawai-sou,7.65,2014.0
Happiness Charge Precure!,6.79,2014.0
Mahou Shoujo Taisen,5.73,2014.0
Minna Atsumare! Falcom Gakuen,5.97,2014.0
Gokukoku no Brynhildr,6.85,2014.0
Chou Zenmairobo: Patrasche,5.17,2014.0
Yama no Susume Second Season,7.56,2014.0
Buddy Complex,7.11,2014.0
Uta no☆Prince-sama♪ Maji Love Revolutions,7.0,2015.0
Meitantei Rascal,,2014.0
Sanchoume no Yuuhi,,1990.0
Dokkan! Robotendon,,1995.0
Shin Dokonjou Gaeru,6.06,1981.0
Ninjaman Ippei,6.03,1982.0
Soul Eater NOT!,5.85,2014.0
Kantai Collection: KanColle,6.81,2015.0
Baku Tech! Bakugan Gachi,5.79,2013.0
Oraa Guzura Dado,6.03,1967.0
Hitotsuboshi-ke no Ultra Baasan,,1982.0
Asobo Toy-chan,,1994.0
Ryuugajou Nanana no Maizoukin,7.11,2014.0
Kamigami no Asobi,6.99,2014.0
Senki Zesshou Symphogear GX,7.45,2015.0
Mekakucity Actors,7.01,2014.0
Yu☆Gi☆Oh! Arc-V,6.72,2014.0
Keroro,6.9,2014.0
Captain Earth,6.4,2014.0
Hanayamata,7.31,2014.0
Cardfight!! Vanguard: Legion Mate-hen,6.74,2014.0
Donten ni Warau,7.45,2014.0
Kenzen Robo Daimidaler,6.13,2014.0
Fuuun Ishin Dai☆Shougun,5.66,2014.0
Majin Bone,6.63,2014.0
Shingeki no Bahamut: Genesis,7.61,2014.0
Ushinawareta Mirai wo Motomete,6.72,2014.0
Tesagure! Bukatsumono Encore,7.01,2014.0
Mangaka-san to Assistant-san to The Animation,7.08,2014.0
High Score Girl,7.74,2018.0
Sword Art Online II,6.71,2014.0
Mushishi Zoku Shou,8.68,2014.0
Pic-lele,,2014.0
Ao Haru Ride,7.63,2014.0
Duel Masters Victory V,5.81,2012.0
Duel Masters Victory V3,5.65,2013.0
Koukaku Kidoutai Nyuumon Arise,6.66,2014.0
Fairy Tail (2014),7.66,2014.0
T-Rex,,1992.0
Hero Bank,5.95,2014.0
Soredemo Sekai wa Utsukushii,7.57,2014.0
